# signum-sign 0.1.4 — REAL prove_dump_dir rows (census-2026-07-06 harness, prebuilt 2026-07-06;
# TRUST_CENSUS_BUDGET_SECS=0 i.e. UNBOUNDED — verdicts ran to completion; host load ~155/12-core, 2026-07-07).
# TWO independent end-to-end runs: fresh trustc compile each time; the two dumps are byte-identical
# (diff of json.tool-normalized files). Dump is spec-free: preconditions/postconditions/contracts all empty.
# columns: def_path total inhabited type_grounded_not_inhabited not_grounded kernel_rejected safety_obligations safety_discharged fully_faithful via_trustir mirsem_fallback declined
# run 1:
sgn	1	1	0	0	0	0	0	1	1	0	0
# run 2 (confirmation, fresh compile):
sgn	1	1	0	0	0	0	0	1	1	0	0
